genres,id,original_title
" ,  Animation,  ,  Drama,  ,  Family,  ,  Fantasy",28032,Thumbelina
" ,  Drama,  ,  Music",11326,Tommy
" ,  Horror",28377,Hell Night
" ,  Action,  ,  Adventure,  ,  Crime,  ,  Thriller",10975,飛鷹計劃
" ,  Adventure,  ,  Action,  ,  Comedy",10974,龍兄虎弟
" ,  Crime,  ,  Drama,  ,  Mystery,  ,  Thriller",10398,Double Jeopardy
" ,  Comedy,  ,  Drama,  ,  History",2290,Jakob the Liar
" ,  Comedy,  ,  Drama,  ,  Romance",24071,Mumford
" ,  Romance,  ,  Comedy",62994,Dog Park
" ,  Drama,  ,  Romance",60994,Guinevere
" ,  Family",16112,The Adventures of Elmo in Grouchland
" ,  Action,  ,  Comedy,  ,  Thriller",32305,Simon Sez
" ,  Drama,  ,  Comedy,  ,  Romance,  ,  Family",14429,Drive Me Crazy
" ,  Drama,  ,  Comedy",15198,"Mystery, Alaska"
" ,  Action,  ,  Adventure,  ,  Comedy",6415,Three Kings
" ,  Comedy,  ,  Crime",24066,"Happy, Texas"
" ,  Drama,  ,  Science Fiction,  ,  Mystery",21430,New Rose Hotel
" ,  Drama,  ,  Action,  ,  Comedy",10381,Plunkett & MacLeane
" ,  Romance,  ,  Drama,  ,  Comedy",171982,Romance
" ,  Action,  ,  Adventure,  ,  Drama,  ,  Family",42486,Napoleon and Samantha
" ,  Action,  ,  War,  ,  Western",60285,Alvarez Kelly
" ,  Comedy,  ,  Drama,  ,  Foreign,  ,  Music",5622,E la nave va
" ,  Mystery,  ,  Horror",10349,The Dark Half
" ,  Action,  ,  Adventure,  ,  Animation,  ,  Family",42518,Gulliver's Travels
" ,  Thriller,  ,  Drama,  ,  Horror,  ,  Science Fiction",29787,Monkey Shines
" ,  Horror,  ,  Science Fiction",9638,Phantasm
" ,  Horror,  ,  Mystery,  ,  Thriller",10576,Psycho II
" ,  Horror,  ,  Thriller",12662,Psycho III
" ,  Drama",61369,Rain
" ,  Drama,  ,  Action,  ,  Comedy",11712,椿三十郎
" ,  Drama,  ,  Romance",12618,Random Hearts
" ,  Comedy,  ,  Family",13824,Superstar
" ,  Crime,  ,  Drama",226,Boys Don't Cry
" ,  Documentary",288772,"Five Wives, Three Secretaries and Me"
" ,  Drama,  ,  Romance",55107,L'ennui
" ,  Drama,  ,  Foreign",69851,El abuelo
" ,  Action,  ,  Crime,  ,  Drama,  ,  Mystery,  ,  Thriller",10388,The Limey
" ,  Comedy,  ,  Romance,  ,  Science Fiction",17198,The Mating Habits of the Earthbound Human
" ,  Drama,  ,  Comedy,  ,  Romance",44857,Molly
" ,  Comedy,  ,  Romance",9346,Risky Business
" ,  Action,  ,  Adventure,  ,  Science Fiction",861,Total Recall
" ,  Drama,  ,  Thriller,  ,  Crime,  ,  Romance",14412,Body Heat
" ,  Comedy",9377,Ferris Bueller's Day Off
" ,  War,  ,  Drama,  ,  Romance",11541,The Year of Living Dangerously
" ,  Drama,  ,  Romance",2457,Les Enfants du Paradis
" ,  Western",11901,High Plains Drifter
" ,  Western",4929,Hang 'em High
" ,  Comedy",85325,Citizen's Band
" ,  Action,  ,  Comedy",11230,醉拳
" ,  Drama",8416,Il conformista
" ,  Comedy,  ,  Family,  ,  Music",11054,Hairspray
" ,  Drama,  ,  Romance",851,Brief Encounter
" ,  Drama",24453,The Razor's Edge
" ,  Drama,  ,  History",18254,Reds
" ,  Documentary",56235,Return with Honor
" ,  Drama,  ,  Comedy,  ,  Crime,  ,  Fantasy",20123,Dom za vešanje
" ,  Drama,  ,  Romance",16642,Days of Heaven
" ,  Drama",2593,Le Feu Follet
,42020,El amor brujo
" ,  Comedy,  ,  Romance",3086,The Lady Eve
" ,  Adventure,  ,  Comedy,  ,  Drama,  ,  Romance",16305,Sullivan's Travels
" ,  Comedy,  ,  Romance",32255,The Palm Beach Story
" ,  Mystery,  ,  Science Fiction,  ,  Drama",48797,Hombre mirando al sudeste
" ,  Crime,  ,  Drama,  ,  Thriller",19997,Niagara
" ,  Drama,  ,  Romance,  ,  Thriller",3767,Gilda
" ,  Music,  ,  Romance,  ,  War",17352,South Pacific
" ,  Drama,  ,  Music,  ,  Romance",535,Flashdance
" ,  Drama,  ,  Romance",2731,Indochine
" ,  Action,  ,  Adventure,  ,  War",1654,The Dirty Dozen
" ,  Drama,  ,  Mystery,  ,  Thriller",31043,Mike's Murder
" ,  Comedy,  ,  Music",14831,Help!
" ,  Adventure,  ,  Action,  ,  Thriller",658,Goldfinger
" ,  Action,  ,  Thriller,  ,  Adventure",657,From Russia with Love
" ,  Adventure,  ,  Action,  ,  Thriller",646,Dr. No
" ,  Romance,  ,  Adventure,  ,  Drama",5689,The Blue Lagoon
" ,  Western",391,Per un pugno di dollari
" ,  Drama,  ,  Thriller",8052,Hard Eight
" ,  Comedy,  ,  Family,  ,  Adventure,  ,  Crime",772,Home Alone 2: Lost in New York
" ,  Action,  ,  Drama",65448,Penitentiary
" ,  Action,  ,  Thriller",65452,Penitentiary II
" ,  Crime,  ,  Drama,  ,  Romance,  ,  Thriller",31650,Someone to Watch Over Me
" ,  Drama",73575,Sparrows
" ,  Drama",302579,Naturally Native
" ,  Drama",550,Fight Club
" ,  Drama,  ,  History,  ,  Documentary",97537,Beefcake
" ,  Comedy,  ,  Drama,  ,  Romance",12220,The Story of Us
" ,  Comedy,  ,  Romance",1610,Fever Pitch
" ,  Crime,  ,  Drama",53151,Joe the King
" ,  Comedy,  ,  Drama",42881,Julien Donkey-Boy
" ,  Horror,  ,  Thriller",29064,The Omega Code
" ,  Drama",404,The Straight Story
" ,  Crime,  ,  Drama,  ,  Horror,  ,  Thriller",42196,The Bad Seed
" ,  Family,  ,  Fantasy,  ,  Science Fiction,  ,  Adventure,  ,  Comedy",36819,Time Bandits
" ,  Drama,  ,  Romance",42726,Un Homme et une femme
" ,  Action,  ,  Adventure,  ,  Drama",9343,Fitzcarraldo
" ,  Drama,  ,  Music",16858,All That Jazz
" ,  Drama,  ,  War",42006,Hong gao liang
" ,  Comedy,  ,  Drama",11562,Crimes and Misdemeanors
" ,  Horror,  ,  Thriller",10496,Bats
" ,  Drama,  ,  Comedy",16162,The Best Man
" ,  Drama",8649,Bringing Out the Dead
" ,  Comedy,  ,  Drama",31306,Crazy in Alabama
" ,  Comedy,  ,  Romance",10563,Three to Tango
" ,  Drama,  ,  Romance",14484,Body Shots
" ,  Comedy,  ,  Drama",214735,Men Cry Bullets
" ,  Documentary",94857,Brother Can You Spare A Dime
" ,  Drama,  ,  Horror,  ,  Mystery,  ,  Thriller",32043,The Guardian
" ,  Thriller",15247,The Ipcress File
" ,  Documentary",29251,On Any Sunday
" ,  Action,  ,  Thriller,  ,  Science Fiction",5548,RoboCop
" ,  Action,  ,  Adventure,  ,  Crime,  ,  Science Fiction,  ,  Thriller",5549,RoboCop 2
" ,  Fantasy,  ,  Animation,  ,  Comedy,  ,  Crime,  ,  Family",856,Who Framed Roger Rabbit
" ,  Comedy,  ,  Drama",38772,Melvin and Howard
" ,  Adventure,  ,  Action,  ,  Thriller",699,For Your Eyes Only
" ,  Adventure,  ,  Action,  ,  Thriller",709,Licence to Kill
" ,  Adventure,  ,  Action,  ,  Thriller",253,Live and Let Die
" ,  Horror",13511,Rawhead Rex
" ,  Adventure,  ,  Action,  ,  Thriller",660,Thunderball
" ,  Drama",46798,La ciudad
" ,  Horror,  ,  Mystery,  ,  Thriller",11377,House on Haunted Hill
" ,  Drama",26149,Music of the Heart
" ,  Fantasy,  ,  Drama,  ,  Comedy",492,Being John Malkovich
" ,  Romance,  ,  Drama",108346,Dreaming of Joseph Lees
" ,  Romance,  ,  Comedy",98480,Man Of The Century
" ,  Adventure,  ,  Fantasy,  ,  Animation",128,もののけ姫
" ,  Comedy,  ,  Drama",46286,The Suburbans
" ,  Documentary",8672,Mein liebster Feind
" ,  Drama,  ,  Comedy,  ,  War",8056,Train de vie
" ,  Comedy",2020,The Bachelor
" ,  Drama,  ,  Mystery,  ,  Thriller,  ,  Crime",9481,The Bone Collector
" ,  Drama,  ,  Thriller",9008,The Insider
" ,  Documentary",14242,American Movie
" ,  Romance,  ,  Drama,  ,  Science Fiction",16129,Last Night
" ,  Drama,  ,  Comedy",104103,Portraits Chinois
" ,  Drama",11489,Rosetta
" ,  Drama",28145,"They Shoot Horses, Don't They?"
" ,  Drama,  ,  Comedy",51371,Battling Butler
" ,  Comedy,  ,  Horror,  ,  Science Fiction",18111,Bride of Re-Animator
" ,  Adventure,  ,  Comedy",31361,Bustin' Loose
" ,  Thriller,  ,  Mystery,  ,  Drama",11223,Coma
" ,  Horror,  ,  Comedy,  ,  Fantasy",16281,Creepshow
" ,  Horror",16288,Creepshow 2
" ,  Science Fiction,  ,  Comedy,  ,  Horror",1694,Re-Animator
" ,  Crime,  ,  Drama",476,Drugstore Cowboy
" ,  Crime,  ,  Drama,  ,  Thriller",37094,Falling Down
" ,  Horror",13555,The Funhouse
" ,  Action,  ,  Adventure,  ,  Comedy,  ,  Drama",961,The General
" ,  Drama,  ,  Comedy,  ,  Romance",73969,My Best Girl
" ,  Horror",24831,Piranha
" ,  Western",64963,Rough Night in Jericho
" ,  Horror",85160,Slaughterhouse
" ,  Comedy,  ,  Drama,  ,  Romance",25560,The Taming of the Shrew
" ,  Action,  ,  Crime,  ,  Thriller",21610,Nighthawks
" ,  Drama,  ,  Thriller",11878,用心棒
" ,  Comedy,  ,  Horror",11510,Repossessed
" ,  Action,  ,  Science Fiction,  ,  Thriller",11234,The Omega Man
" ,  Comedy,  ,  Science Fiction",957,Spaceballs
" ,  Animation,  ,  Family",11886,Robin Hood
" ,  Comedy,  ,  Drama,  ,  Family,  ,  War",37853,Mister Roberts
" ,  Adventure,  ,  Drama",62204,La Guerre du feu
" ,  Adventure,  ,  Western,  ,  History",11040,Little Big Man
" ,  Drama",21849,A Face in the Crowd
" ,  Comedy",1621,Trading Places
" ,  Comedy",14035,Meatballs
" ,  Comedy",40771,Meatballs Part II
" ,  Comedy",40772,Meatballs III: Summer Job
" ,  Comedy",40773,Meatballs 4
" ,  Thriller",11498,Dead Again
" ,  Comedy,  ,  Drama",11790,Peter's Friends
" ,  Comedy,  ,  Drama,  ,  Romance",29371,The Incredibly True Adventure of Two Girls In Love
" ,  Comedy",276635,Experience Preferred...But Not Essential
" ,  Comedy",47941,Under the Rainbow
" ,  Comedy,  ,  War",29048,How I Won the War
" ,  Drama,  ,  Thriller",19052,Light It Up
" ,  Drama,  ,  Comedy,  ,  Romance",21349,Anywhere But Here
" ,  Fantasy,  ,  Comedy,  ,  Adventure",1832,Dogma
" ,  Adventure,  ,  Drama,  ,  Action,  ,  History,  ,  War",10047,Joan of Arc
" ,  Animation",10228,劇場版ポケットモンスター ミュウツーの逆襲
" ,  Drama",47692,Felicia's Journey
" ,  Mystery,  ,  Thriller,  ,  Crime,  ,  Drama",18561,Oxygen
" ,  Comedy,  ,  Mystery,  ,  Thriller",144953,Where's Marlowe?
" ,  Drama,  ,  Horror,  ,  Science Fiction",37426,The Ape
" ,  Action,  ,  Adventure",51787,British Intelligence
" ,  Comedy,  ,  Drama,  ,  Music",11663,The Commitments
" ,  Comedy,  ,  Drama,  ,  Music,  ,  Romance",13485,Holiday Inn
" ,  Action,  ,  Drama,  ,  History,  ,  War",9289,The Longest Day
" ,  Thriller",9264,Poison Ivy
" ,  Thriller,  ,  Romance",18222,Poison Ivy: The New Seduction
" ,  Drama,  ,  Action",124853,Ten Benny
" ,  History,  ,  Action,  ,  Drama,  ,  Adventure,  ,  War",11165,Tora! Tora! Tora!
" ,  Comedy,  ,  Drama",4203,Mujeres al borde de un ataque de nervios
" ,  Drama",24226,The Verdict
" ,  Drama",88875,The Effect of Gamma Rays on Man-in-the-Moon Marigolds
" ,  Comedy,  ,  Science Fiction",11379,The Adventures of Buckaroo Banzai Across the 8th Dimension
" ,  Drama",29154,Stand and Deliver
" ,  Comedy,  ,  Drama,  ,  Romance",2039,Moonstruck
" ,  Drama,  ,  Romance",77915,The Sandpiper
" ,  Adventure,  ,  Western",11943,Jeremiah Johnson
" ,  Drama,  ,  Horror,  ,  Thriller",11481,Repulsion
" ,  Comedy,  ,  Romance",2690,Irma la Douce
" ,  Documentary,  ,  Foreign",20565,42 Up
" ,  Drama",27141,Liberty Heights
" ,  Drama,  ,  Romance",10399,Mansfield Park
" ,  Adventure,  ,  Comedy,  ,  Fantasy,  ,  Science Fiction",90762,Zbogum na dvaesetiot vek
" ,  Drama,  ,  Fantasy,  ,  Thriller,  ,  Mystery",2668,Sleepy Hollow
" ,  Adventure,  ,  Action,  ,  Thriller",36643,The World Is Not Enough
" ,  Comedy,  ,  Drama",99,Todo sobre mi madre
" ,  Documentary",159569,Home Page
" ,  Horror",77010,La morte vivante
" ,  Comedy",25898,Babes in Toyland
" ,  Fantasy,  ,  Comedy,  ,  Drama",9647,Scrooged
" ,  Comedy,  ,  Drama",11787,Harvey
" ,  Drama",5156,Ladri di biciclette
" ,  Drama",24276,Matewan
" ,  Action,  ,  Drama,  ,  History,  ,  War",11953,影武者
" ,  History,  ,  Drama,  ,  Action",44662,忠臣蔵 花の巻・雪の巻
" ,  Western",29005,McCabe & Mrs. Miller
" ,  Drama,  ,  Romance",26371,Maurice
" ,  Drama",596,The Grapes of Wrath
" ,  Comedy",52470,My Man Godfrey
" ,  Comedy,  ,  Romance",20334,The Shop Around the Corner
" ,  Drama",11393,The Natural
" ,  Comedy,  ,  Drama,  ,  Romance",31121,Shampoo
" ,  Drama",293,A River Runs Through It
" ,  Romance,  ,  Drama,  ,  Thriller,  ,  Horror,  ,  Mystery",10998,Fatal Attraction
" ,  Mystery,  ,  Thriller",12235,Jagged Edge
" ,  Drama,  ,  Romance",36094,Stanley & Iris
" ,  Adventure,  ,  Comedy,  ,  Crime",9013,Midnight Run
" ,  Drama",11005,Awakenings
" ,  Drama,  ,  Romance,  ,  History",59820,Come See the Paradise
" ,  Action,  ,  Crime,  ,  Drama,  ,  Mystery,  ,  Thriller",2924,Backdraft
" ,  Comedy,  ,  Drama",177,The Fisher King
" ,  Drama",38557,The River
" ,  Drama",42087,Country
" ,  Drama,  ,  Family",13681,Places in the Heart
" ,  Drama",34760,"'night, Mother"
" ,  Action,  ,  Fantasy,  ,  Horror,  ,  Mystery",9946,End of Days
" ,  Animation,  ,  Comedy,  ,  Family",863,Toy Story 2
" ,  Comedy,  ,  Drama",31582,Flawless
" ,  Drama",125520,Miss Julie
" ,  Drama,  ,  War,  ,  Romance,  ,  Western",22267,Ride with the Devil
" ,  Comedy,  ,  Drama",55123,Tumbleweeds
" ,  Horror,  ,  Thriller",5486,Reazione a catena
" ,  Comedy",10411,The Distinguished Gentleman
" ,  Crime,  ,  Thriller",41462,The Hitch-Hiker
" ,  Action,  ,  Western",1718,Santa Fe Trail
,28604,Lauderdale
" ,  Drama",15506,Agnes Browne
" ,  Drama",20024,The End of the Affair
" ,  Romance",78256,The End of the Affair
" ,  Comedy,  ,  Drama",13787,Holy Smoke
" ,  Drama",54933,A Map of the World
" ,  Comedy,  ,  Drama",9684,Sweet and Lowdown
" ,  Comedy,  ,  Drama",9586,The Bonfire of the Vanities
,41638,Broadway Damage
" ,  Drama,  ,  Comedy",70801,Daddy-Long-Legs
" ,  Comedy,  ,  Western",33015,Go West
" ,  Drama,  ,  History,  ,  War",777,La Grande Illusion
" ,  Drama",21887,The Great Santini
" ,  Documentary",5652,The James Dean Story
" ,  War,  ,  Action,  ,  Thriller",19664,The Sea Wolves
" ,  Drama,  ,  Romance",32331,Stealing Home
" ,  Action,  ,  Adventure",76083,Tarzan the Fearless
" ,  Drama,  ,  Comedy",32628,Three Ages
" ,  Crime,  ,  Drama,  ,  Mystery",32669,The Two Jakes
" ,  Documentary,  ,  Music",18161,U2: Rattle and Hum
" ,  Drama,  ,  War",31681,Hell in the Pacific
" ,  Comedy,  ,  Romance",33666,The Glass Bottom Boat
" ,  Drama",32274,Cradle Will Rock
" ,  Comedy",10402,Deuce Bigalow: Male Gigolo
" ,  Fantasy,  ,  Drama,  ,  Crime",497,The Green Mile
" ,  Drama",1715,The Cider House Rules
" ,  Comedy,  ,  Drama,  ,  Mystery",35118,Diamonds
" ,  Drama",42739,The War Zone
" ,  Crime,  ,  Drama,  ,  Mystery,  ,  Thriller",26162,The Bat Whispers
" ,  Drama",25188,The Last Picture Show
" ,  Action,  ,  Adventure,  ,  Family,  ,  Fantasy",15515,The 7th Voyage of Sinbad
" ,  Action,  ,  Drama,  ,  War",75888,Blood on the Sun
" ,  Drama,  ,  History,  ,  Romance",1439,Anna and the King
" ,  Comedy,  ,  Science Fiction",2277,Bicentennial Man
" ,  Animation,  ,  Fantasy,  ,  Family,  ,  Comedy",10137,Stuart Little
" ,  Drama,  ,  History",10387,荊軻刺秦王
" ,  Animation,  ,  Family,  ,  Music",49948,Fantasia 2000
" ,  Drama",334,Magnolia
" ,  Drama,  ,  Romance",30237,Onegin
" ,  Comedy,  ,  Drama",50116,Simpatico
" ,  Comedy,  ,  Drama,  ,  Music",46435,Topsy-Turvy
" ,  Drama,  ,  Foreign",94260,The Alley Cats
" ,  Drama,  ,  Action,  ,  Adventure,  ,  Crime,  ,  Thriller",22213,Boiling Point
" ,  Adventure,  ,  Fantasy",47070,Brenda Starr
" ,  Drama",36492,Carnal Knowledge
" ,  Adventure,  ,  Drama",624,Easy Rider
" ,  Thriller,  ,  Drama,  ,  Crime",26578,The Falcon and the Snowman
" ,  Western",415072,Hi-Yo Silver
" ,  Romance,  ,  Drama",43103,Room at the Top
" ,  Adventure",43194,Ulisse
" ,  Drama",9563,Any Given Sunday
" ,  Comedy,  ,  Drama,  ,  Romance",1850,Man on the Moon
" ,  Comedy,  ,  Family,  ,  Science Fiction",926,Galaxy Quest
" ,  Thriller,  ,  Crime,  ,  Drama",1213,The Talented Mr. Ripley
" ,  Comedy",10471,Next Friday
" ,  Drama",10400,The Hurricane
" ,  Drama",10397,Angela's Ashes
" ,  Comedy,  ,  Drama",20761,Play It to the Bone
" ,  Drama,  ,  History,  ,  Thriller",12524,Titus
" ,  Documentary",28216,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
" ,  Drama",36773,The Third Miracle
" ,  Drama,  ,  Action,  ,  Comedy,  ,  Crime",30814,Montana
" ,  Drama,  ,  Romance",10219,Snow Falling on Cedars
" ,  Drama",3558,"Girl, Interrupted"
" ,  Drama",104878,Trans
" ,  Documentary,  ,  Family",41276,The Life and Times of Hank Greenberg
" ,  Comedy,  ,  Drama,  ,  Family",17908,My Dog Skip
" ,  Horror,  ,  Science Fiction,  ,  Thriller",10384,Supernova
" ,  Drama,  ,  Foreign",125317,The Quarry
" ,  Drama",48233,Theeviravaathi: The Terrorist
" ,  Drama,  ,  Romance",10236,The Way We Were
" ,  Romance,  ,  Drama",71067,Tess of the Storm Country
" ,  Comedy,  ,  Drama,  ,  War",632,Stalag 17
" ,  Action,  ,  Adventure,  ,  Crime,  ,  Drama,  ,  Mystery,  ,  Thriller",11851,The Presidio
" ,  Crime,  ,  Drama",5924,Papillon
" ,  Comedy,  ,  Music,  ,  Romance",33734,Pal Joey
" ,  Comedy,  ,  Drama",14886,The Last Detail
" ,  Drama",26617,Five Easy Pieces
" ,  Comedy,  ,  Drama",11900,Auch Zwerge haben klein angefangen
" ,  Crime,  ,  Thriller,  ,  Horror,  ,  Drama",10493,Dead Calm
" ,  Horror,  ,  Drama,  ,  Thriller,  ,  Science Fiction",16241,The Boys from Brazil
" ,  Horror",27632,La maschera del demonio
" ,  Action,  ,  Adventure,  ,  Crime,  ,  Drama,  ,  Mystery,  ,  Romance,  ,  Thriller",22160,Against All Odds
" ,  Action,  ,  Adventure,  ,  Drama,  ,  Romance",4460,The Snows of Kilimanjaro
" ,  Comedy",9644,National Lampoon's Loaded Weapon 1
" ,  Drama,  ,  Romance",43455,The Loves of Carmen
" ,  Comedy",13342,Fast Times at Ridgemont High
" ,  Drama",35119,A Cry in the Dark
" ,  Comedy,  ,  Crime,  ,  Drama",21256,Born to Win
" ,  Action,  ,  Adventure,  ,  Animation,  ,  Family",14919,Batman: Mask of the Phantasm
" ,  Drama",14040,American Flyers
" ,  Drama",75641,Voyage of the Damned
" ,  Horror",17343,Vampyros Lesbos
" ,  Drama",22692,A Star Is Born
" ,  Drama,  ,  Horror,  ,  Science Fiction",47620,Poison
" ,  Crime,  ,  Thriller",2990,Pacific Heights
" ,  Thriller",38775,Night Tide
" ,  Comedy,  ,  Mystery,  ,  Romance",10831,The Draughtsman's Contract
" ,  Music,  ,  Drama",21193,Carmen
" ,  Comedy,  ,  Drama",33078,A Zed & Two Noughts
" ,  Drama,  ,  Thriller",16672,砂の女
" ,  Comedy,  ,  Drama,  ,  Family,  ,  Romance",10472,Down to You
" ,  Music",123277,Hellhounds on My Trail: The Afterlife of Robert Johnson
" ,  Comedy,  ,  Drama,  ,  Romance,  ,  Thriller",79474,"Más que amor, frenesí"
,97805,Wirey Spindell
" ,  Crime,  ,  Drama,  ,  Thriller",53714,Another Man's Poison
" ,  Drama,  ,  Thriller",21489,The Odessa File
" ,  Drama,  ,  Comedy",51392,The Saphead
" ,  Comedy,  ,  Romance",32600,Seven Chances
" ,  Comedy",110479,Smashing Time
" ,  Fantasy,  ,  Comedy",299121,Train Ride to Hollywood
" ,  Comedy,  ,  Drama",13005,Where the Buffalo Roam
" ,  Western,  ,  Action,  ,  Comedy",65134,Zachariah
" ,  Documentary,  ,  Foreign",121738,Falkens öga
" ,  Drama,  ,  Mystery,  ,  Thriller",18681,Eye of the Beholder
" ,  Drama,  ,  Comedy",75531,Isn't She Great
" ,  Comedy,  ,  Foreign",20468,The Big Tease
" ,  Comedy",14521,Phörpa
" ,  Drama,  ,  Foreign,  ,  Romance",46835,Santitos
" ,  Comedy,  ,  Family",10406,Encino Man
" ,  Comedy,  ,  Romance",14741,The Goodbye Girl
" ,  Drama",32015,Soy Cuba
" ,  Drama,  ,  History",1883,Malcolm X
" ,  Music,  ,  Comedy",2005,Sister Act
" ,  Music,  ,  Comedy",6279,Sister Act 2: Back in the Habit
" ,  Thriller",11087,The Hand that Rocks the Cradle
" ,  Action,  ,  Adventure,  ,  Drama,  ,  Thriller",7305,Alive
" ,  Drama,  ,  Mystery",24735,Agnes of God
" ,  Drama",9475,Scent of a Woman
" ,  Music,  ,  Comedy",8872,Wayne's World
" ,  Music,  ,  Comedy",8873,Wayne's World 2
" ,  Comedy",11287,A League of Their Own
" ,  Drama,  ,  Action,  ,  Thriller,  ,  Crime",9869,Patriot Games
" ,  Thriller,  ,  Action,  ,  Drama,  ,  Music,  ,  Romance",619,The Bodyguard
" ,  Fantasy,  ,  Comedy",9374,Death Becomes Her
" ,  Adventure,  ,  Drama,  ,  Romance,  ,  Western",11259,Far and Away
" ,  Drama,  ,  Romance",8293,Howards End
" ,  Comedy,  ,  Drama,  ,  Romance",11068,Singles
" ,  Drama,  ,  Mystery",1923,Twin Peaks: Fire Walk with Me
" ,  Comedy,  ,  Drama",10158,White Men Can't Jump
" ,  Action,  ,  Comedy,  ,  Horror",10206,Buffy the Vampire Slayer
" ,  Action,  ,  Thriller,  ,  Crime",11782,辣手神探
" ,  Comedy,  ,  Crime,  ,  Drama,  ,  Horror",10086,C'est arrivé près de chez vous
" ,  Action,  ,  Crime,  ,  Thriller",9367,El Mariachi
" ,  Action,  ,  Comedy",9876,Stop! Or My Mom Will Shoot
" ,  Adventure,  ,  Fantasy,  ,  Drama,  ,  Science Fiction,  ,  Romance",10326,Forever Young
" ,  Comedy,  ,  Drama,  ,  Romance",16562,The Cutting Edge
" ,  Drama",9609,Of Mice and Men
" ,  Crime,  ,  Drama",12143,Bad Lieutenant
" ,  Horror,  ,  Mystery",4234,Scream 3
" ,  Thriller",9605,Single White Female
" ,  Action,  ,  Thriller,  ,  Crime",8374,The Boondock Saints
" ,  Action,  ,  Comedy,  ,  Romance,  ,  Thriller",29076,Gun Shy
" ,  Drama,  ,  Foreign",80471,Amic/Amat
" ,  Documentary",49477,Gendernauts: A Journey Through Shifting Identities
" ,  Drama,  ,  Action",121940,Knockout
" ,  Horror,  ,  Thriller",28156,The Baby
" ,  Documentary",113096,The Brandon Teena Story
" ,  Comedy,  ,  Foreign",106837,Different for Girls
" ,  Drama,  ,  Romance,  ,  Comedy",24349,Minnie and Moskowitz
" ,  Comedy,  ,  Mystery,  ,  Thriller",27841,They Might Be Giants
" ,  Drama,  ,  Adventure,  ,  Romance,  ,  Thriller",1907,The Beach
" ,  Comedy,  ,  Family",15489,Snow Day
" ,  Animation,  ,  Family",15655,The Tigger Movie
" ,  Drama,  ,  Foreign",68546,Cotton Mary
" ,  Drama",36210,一個都不能少
" ,  Comedy",279444,Soft Toilet Seats
" ,  Drama,  ,  Thriller,  ,  Romance",77908,Trois
" ,  Drama,  ,  Action,  ,  Thriller,  ,  Crime,  ,  Mystery",22342,The Big Combo
" ,  Science Fiction,  ,  Drama,  ,  Fantasy",96484,Conceiving Ada
" ,  Horror",30062,Eaten Alive
" ,  Comedy,  ,  Drama",62463,Raining Stones
" ,  Drama",25934,"To Sir, with Love"
" ,  Documentary",101383,With Byrd at the South Pole
" ,  Crime,  ,  Drama,  ,  Thriller",14181,Boiler Room
" ,  Comedy,  ,  Drama",10385,Hanging Up
" ,  Thriller,  ,  Science Fiction,  ,  Action",2787,Pitch Black
" ,  Comedy,  ,  Crime",2069,The Whole Nine Yards
" ,  War,  ,  Comedy,  ,  Drama",61416,Beautiful People
" ,  Documentary",79515,Black Tar Heroin: The Dark End of the Street
" ,  Drama,  ,  Crime",14839,Blue Collar
" ,  Mystery,  ,  Thriller",42186,Bluebeard
" ,  Comedy,  ,  Drama",28978,The Circus
" ,  Comedy,  ,  Drama,  ,  Romance",901,City Lights
" ,  Comedy,  ,  Drama,  ,  Romance",25010,The Flamingo Kid
" ,  Comedy",36208,A Dog's Life
" ,  Comedy,  ,  Drama",10098,The Kid
" ,  Western",18264,The Man from Laramie
" ,  Romance,  ,  Drama",291861,The Wild McCullochs
" ,  Comedy",33374,Class Reunion
" ,  Romance,  ,  Western",43368,The Big Trees
" ,  Music,  ,  Romance,  ,  Comedy",127602,Happy Go Lovely
" ,  Thriller",2155,Reindeer Games
" ,  Comedy,  ,  Drama",11004,Wonder Boys
" ,  Action,  ,  Drama,  ,  Mystery,  ,  Thriller",25212,Deterrence
" ,  Comedy,  ,  Drama",36048,Judy Berlin
" ,  Romance,  ,  Comedy,  ,  Drama",139,Mifunes sidste sang
" ,  Comedy",210307,The Waiting Game
" ,  Action,  ,  Comedy,  ,  Romance",47816,3 Strikes
" ,  Action,  ,  Comedy,  ,  Crime",20682,Chain of Fools
" ,  Comedy,  ,  Crime,  ,  Mystery",25166,Drowning Mona
" ,  Comedy",1831,The Next Best Thing
" ,  Comedy,  ,  Drama,  ,  Romance,  ,  Science Fiction",10416,What Planet Are You From?
" ,  Documentary",14271,Beyond the Mat
" ,  Crime,  ,  Drama",4816,Ghost Dog: The Way of the Samurai
" ,  Drama,  ,  Foreign,  ,  Romance",adv=no,19958
" ,  Drama,  ,  Romance",28569,Splendor in the Grass
" ,  Comedy,  ,  Drama,  ,  Romance",2193,My Tutor
" ,  Family,  ,  Adventure",64871,The Legend of Lobo
" ,  Comedy,  ,  Drama",54575,The Killing of Sister George
" ,  Crime,  ,  Drama,  ,  Thriller",11016,Key Largo
" ,  Action,  ,  Crime,  ,  Thriller",23020,Jail Bait
" ,  War,  ,  Drama",54195,It Happened Here
" ,  Comedy,  ,  Drama",139058,I'll Never Forget What's'isname
" ,  Documentary",20423,For All Mankind
" ,  Drama,  ,  Action,  ,  History,  ,  War",10839,Cross of Iron
" ,  Horror,  ,  Science Fiction",36489,Bride of the Monster
